label,file,hf_ratio,noise_std,is_fake,color_mean_r,color_mean_g,color_mean_b,color_var_r,color_var_g,color_var_b,jpeg_block_score
dalle3,E:\437 project\dataset\train\fake\fake_25822_DALLE3.jpg,0.52327394,12.940795,1,90.31847,101.06633,93.77487,5812.757,3852.2202,2636.9,0.20005178
dalle3,E:\437 project\dataset\train\fake\fake_29632_DALLE3.jpg,0.99599427,17.177248,1,100.522705,98.432785,96.08794,4023.1553,2274.0105,1708.6544,-0.14276123
dalle3,E:\437 project\dataset\train\fake\fake_20602_DALLE3.jpg,0.6195999,19.576704,1,121.01732,135.91753,142.90117,6228.7603,3971.7332,3595.3833,-0.25280428
dalle3,E:\437 project\dataset\train\fake\fake_09640_DALLE3.jpg,0.885166,21.23016,1,140.91748,153.2837,141.01251,3618.381,4790.049,5756.0996,0.5043602
dalle3,E:\437 project\dataset\train\fake\fake_23494_DALLE3.jpg,0.55676395,10.78275,1,69.51695,70.4126,61.167618,2137.3848,2069.3542,1940.2997,0.32826447
dalle3,E:\437 project\dataset\train\fake\fake_41782_DALLE3.jpg,0.45325902,8.77534,1,169.66231,153.92159,145.86311,1452.848,2391.4487,3496.2144,-0.27944064
dalle3,E:\437 project\dataset\train\fake\fake_39898_DALLE3.jpg,0.6364704,14.867668,1,75.3304,93.54805,66.28699,2967.763,2809.9116,2402.4053,-0.101677895
dalle3,E:\437 project\dataset\train\fake\fake_12706_DALLE3.jpg,0.5636363,19.42639,1,220.50668,191.03871,159.4494,2366.9082,4993.5996,6140.023,-0.09696102
dalle3,E:\437 project\dataset\train\fake\fake_14644_DALLE3.jpg,0.46440044,13.747423,1,117.307205,94.21034,82.99048,4251.2505,3941.861,3661.668,0.12274742
dalle3,E:\437 project\dataset\train\fake\fake_26062_DALLE3.jpg,0.68773466,21.161434,1,112.85167,106.372375,98.02307,5634.049,4395.86,2768.3972,-0.10392904
dalle3,E:\437 project\dataset\train\fake\fake_11608_DALLE3.jpg,0.736987,18.920815,1,142.46054,130.20175,112.162674,4774.909,4963.779,4435.856,0.16133118
dalle3,E:\437 project\dataset\train\fake\fake_13198_DALLE3.jpg,0.6253943,12.698264,1,141.9544,117.70549,77.850845,4528.236,3945.3826,2620.7437,0.2549343
dalle3,E:\437 project\dataset\train\fake\fake_00304_DALLE3.jpg,0.7213531,15.097716,1,119.556305,103.75046,79.20128,3884.5078,2894.5686,2125.8154,0.20766401
dalle3,E:\437 project\dataset\train\fake\fake_21838_DALLE3.jpg,0.5088977,14.578476,1,86.24107,68.7607,54.39328,5129.9624,3564.0415,1720.4617,0.15664005
dalle3,E:\437 project\dataset\train\fake\fake_28600_DALLE3.jpg,0.8108726,28.701557,1,168.42639,195.84016,155.20198,3154.212,4580.1924,8463.908,-1.706892
dalle3,E:\437 project\dataset\train\fake\fake_41716_DALLE3.jpg,0.5550145,17.353174,1,115.28554,104.88484,105.10739,3527.6506,3258.0994,2491.1018,0.3153119
dalle3,E:\437 project\dataset\train\fake\fake_17164_DALLE3.jpg,0.48317736,17.538729,1,114.90869,110.52124,106.77057,4369.4414,4749.268,4658.0864,-0.8766475
dalle3,E:\437 project\dataset\train\fake\fake_18496_DALLE3.jpg,0.3440671,7.9085574,1,108.605255,88.122986,75.17772,4601.7188,3846.4265,3151.873,0.15290236
dalle3,E:\437 project\dataset\train\fake\fake_32602_DALLE3.jpg,0.71756136,16.344513,1,116.13635,85.64018,77.4371,3798.8027,2958.8638,2246.828,-0.8898425
dalle3,E:\437 project\dataset\train\fake\fake_02578_DALLE3.jpg,0.77009124,18.533558,1,157.45021,142.19757,121.537674,4005.5894,4126.426,5650.22,0.0067243576
dalle3,E:\437 project\dataset\train\fake\fake_41350_DALLE3.jpg,0.5420017,23.03813,1,118.71182,97.61577,78.809814,5552.405,5008.1733,4458.821,0.381876
dalle3,E:\437 project\dataset\train\fake\fake_24928_DALLE3.jpg,0.6095322,15.357398,1,129.37401,98.00635,72.52214,3516.265,3404.6265,2845.5452,0.08435917
dalle3,E:\437 project\dataset\train\fake\fake_23338_DALLE3.jpg,0.46930292,9.66961,1,163.92163,157.48854,147.32034,2216.416,2607.2058,3007.572,0.8138194
dalle3,E:\437 project\dataset\train\fake\fake_08476_DALLE3.jpg,0.63012135,18.797451,1,124.343796,129.19455,131.11707,3831.8447,3996.236,3898.646,1.2845392
dalle3,E:\437 project\dataset\train\fake\fake_10396_DALLE3.jpg,0.62298256,17.066006,1,118.651245,96.950424,84.23547,4854.0967,3624.9617,3030.9622,0.25892973
dalle3,E:\437 project\dataset\train\fake\fake_13498_DALLE3.jpg,0.6181138,14.924733,1,134.69543,105.175995,70.89252,4511.184,3773.0925,2578.5728,-0.11051321
dalle3,E:\437 project\dataset\train\fake\fake_39892_DALLE3.jpg,0.5489584,18.118967,1,117.9935,107.34686,96.60127,6073.3906,5301.2886,4852.412,0.10437107
dalle3,E:\437 project\dataset\train\fake\fake_16690_DALLE3.jpg,0.5716049,22.48627,1,108.957886,103.74718,94.60295,3999.1348,4117.3994,3620.5498,-0.35913897
dalle3,E:\437 project\dataset\train\fake\fake_26128_DALLE3.jpg,0.4688245,10.167884,1,167.57884,159.79776,146.08482,3698.0269,4224.837,4553.801,0.038744926
dalle3,E:\437 project\dataset\train\fake\fake_23680_DALLE3.jpg,0.49304047,12.803469,1,142.2831,120.699265,97.80197,4546.451,5213.6304,5039.955,-0.15006733
dalle3,E:\437 project\dataset\train\fake\fake_27112_DALLE3.jpg,0.702259,16.984528,1,99.70494,127.55748,122.07866,3753.1187,2863.6052,2085.6235,0.5242653
dalle3,E:\437 project\dataset\train\fake\fake_22780_DALLE3.jpg,0.5897953,15.289495,1,114.83121,92.999954,72.65187,3312.4978,3295.7825,3057.6853,0.7166462
dalle3,E:\437 project\dataset\train\fake\fake_25480_DALLE3.jpg,0.5435055,13.0821705,1,178.0064,120.78555,87.82793,3820.181,3683.1018,2839.9026,-0.02718544
dalle3,E:\437 project\dataset\train\fake\fake_24652_DALLE3.jpg,0.42634645,11.588976,1,106.35112,80.643845,69.56099,4516.2407,3743.012,3258.9988,0.16103172
dalle3,E:\437 project\dataset\train\fake\fake_33892_DALLE3.jpg,0.6777074,16.802296,1,89.38104,114.245804,118.19914,5095.7476,4802.9526,2533.9983,0.70615673
dalle3,E:\437 project\dataset\train\fake\fake_13642_DALLE3.jpg,0.6413992,15.808293,1,141.61264,159.59363,166.59837,4648.288,3534.6726,2753.9683,0.16125298
dalle3,E:\437 project\dataset\train\fake\fake_20356_DALLE3.jpg,0.71415824,15.184348,1,127.13284,133.68399,109.96857,3354.2463,2894.6323,3182.9768,-0.18682194
dalle3,E:\437 project\dataset\train\fake\fake_34642_DALLE3.jpg,0.70502704,21.11216,1,81.33989,67.27159,51.598923,3418.0532,2776.4033,2124.6013,-0.014407158
dalle3,E:\437 project\dataset\train\fake\fake_13840_DALLE3.jpg,0.7020643,18.711813,1,121.36488,115.32065,110.47107,4694.98,4121.7734,3262.153,-0.38728046
dalle3,E:\437 project\dataset\train\fake\fake_27358_DALLE3.jpg,0.74778897,16.791677,1,84.69519,82.46907,84.427734,2899.9307,2477.3652,2171.2954,0.09939718
dalle3,E:\437 project\dataset\train\fake\fake_21748_DALLE3.jpg,0.530349,24.884558,1,135.86646,125.65169,110.62973,6371.6553,6248.1143,6441.1787,0.11396694
dalle3,E:\437 project\dataset\train\fake\fake_34888_DALLE3.jpg,0.5924196,16.42074,1,145.20065,143.37723,111.27815,5586.1235,3504.8977,3705.5576,0.236341
dalle3,E:\437 project\dataset\train\fake\fake_10444_DALLE3.jpg,0.5278129,16.170803,1,129.62068,123.412796,103.70924,5027.233,4929.5034,5227.507,0.3432274
dalle3,E:\437 project\dataset\train\fake\fake_33664_DALLE3.jpg,0.68868214,17.111303,1,120.49562,132.44678,103.273605,3758.8345,3554.6084,3261.4595,-0.241189
dalle3,E:\437 project\dataset\train\fake\fake_12712_DALLE3.jpg,0.51930475,17.961855,1,119.172714,103.99806,88.405426,5370.7554,5291.2334,4655.8647,0.29169226
dalle3,E:\437 project\dataset\train\fake\fake_36268_DALLE3.jpg,0.6799033,13.02827,1,134.70503,102.004395,83.79527,4767.2217,3514.5144,2414.66,0.09296489
dalle3,E:\437 project\dataset\train\fake\fake_16108_DALLE3.jpg,0.7738029,27.484846,1,102.6741,72.84648,108.67633,5556.142,3810.4097,2486.2131,0.18269253
dalle3,E:\437 project\dataset\train\fake\fake_33724_DALLE3.jpg,0.50522166,14.988867,1,119.71759,110.38028,99.76004,5299.046,4783.529,5211.4688,0.23757315
dalle3,E:\437 project\dataset\train\fake\fake_26206_DALLE3.jpg,0.75398576,17.466322,1,84.05534,72.47191,72.576416,3219.2102,3041.3455,3257.3179,0.33220196
dalle3,E:\437 project\dataset\train\fake\fake_09304_DALLE3.jpg,0.7119522,31.426886,1,87.36058,85.78212,86.63371,5488.3896,5529.557,5511.909,-0.034464836
dalle3,E:\437 project\dataset\train\fake\fake_01384_DALLE3.jpg,0.54909074,12.838129,1,119.10408,119.61838,117.25586,5337.9224,4668.979,4184.9673,-0.029731274
dalle3,E:\437 project\dataset\train\fake\fake_03208_DALLE3.jpg,0.58877134,17.63517,1,106.717224,105.59021,102.24831,4741.057,4510.9688,4144.2456,-0.4240718
dalle3,E:\437 project\dataset\train\fake\fake_01438_DALLE3.jpg,0.692011,16.535454,1,127.10602,116.48706,109.62862,3686.739,3547.7605,2507.7327,-0.9795642
dalle3,E:\437 project\dataset\train\fake\fake_36586_DALLE3.jpg,0.51094806,16.69682,1,156.39075,130.62175,99.94139,4773.424,5006.635,4382.034,-0.05905056
dalle3,E:\437 project\dataset\train\fake\fake_32650_DALLE3.jpg,0.5945372,21.24556,1,102.761536,101.478836,102.1277,6806.4004,6877.2524,6843.0396,-0.13339806
dalle3,E:\437 project\dataset\train\fake\fake_35644_DALLE3.jpg,0.38676667,14.279637,1,142.74033,109.827286,79.594284,4155.4004,3970.5615,3386.508,-0.074739456
dalle3,E:\437 project\dataset\train\fake\fake_22906_DALLE3.jpg,0.56141216,13.553234,1,126.84119,143.39737,128.22139,3822.403,3810.3167,4850.7407,-0.22288895
dalle3,E:\437 project\dataset\train\fake\fake_35524_DALLE3.jpg,0.85756934,20.34996,1,95.174866,96.82109,101.55667,3343.1687,3750.5254,4395.266,0.43661308
dalle3,E:\437 project\dataset\train\fake\fake_18802_DALLE3.jpg,0.62717646,12.479084,1,138.38698,111.95871,109.038315,3184.7751,3040.3914,3313.296,0.45395708
dalle3,E:\437 project\dataset\train\fake\fake_11332_DALLE3.jpg,0.6066331,16.343204,1,77.7446,91.98924,89.230896,4636.9136,3480.141,1915.2554,0.2673955
dalle3,E:\437 project\dataset\train\fake\fake_07972_DALLE3.jpg,0.5870547,15.268876,1,156.28732,137.36946,117.96387,2814.3904,3536.7876,3924.915,0.37344456
dalle3,E:\437 project\dataset\train\fake\fake_20302_DALLE3.jpg,0.7412208,17.435951,1,142.9809,130.84506,119.66881,3567.9844,3475.3528,3247.8135,-0.6100755
dalle3,E:\437 project\dataset\train\fake\fake_08728_DALLE3.jpg,0.66087985,16.292156,1,132.64575,95.87048,73.40137,4621.479,2996.6973,1759.2233,0.33547688
dalle3,E:\437 project\dataset\train\fake\fake_34300_DALLE3.jpg,0.45143008,17.17453,1,138.53625,125.683624,113.1935,5373.3564,5548.697,5169.6763,0.62795067
dalle3,E:\437 project\dataset\train\fake\fake_34660_DALLE3.jpg,0.5227609,13.268515,1,79.51871,72.68121,50.466934,3606.7432,3098.862,2110.1375,0.12360525
dalle3,E:\437 project\dataset\train\fake\fake_12832_DALLE3.jpg,0.6252146,19.778366,1,143.12207,130.00874,114.826935,4847.822,4152.846,3430.4207,-0.2604618
dalle3,E:\437 project\dataset\train\fake\fake_26656_DALLE3.jpg,0.6304815,17.667202,1,115.50255,111.58038,101.00552,5401.763,4518.371,4060.1008,1.2014861
dalle3,E:\437 project\dataset\train\fake\fake_15460_DALLE3.jpg,0.72775304,19.003761,1,90.97046,80.000336,72.05551,4195.0156,3623.319,3001.1768,-0.020984173
dalle3,E:\437 project\dataset\train\fake\fake_13636_DALLE3.jpg,0.68998295,20.91563,1,127.2063,130.14877,119.34625,5464.566,4072.146,3734.5771,-0.002064705
dalle3,E:\437 project\dataset\train\fake\fake_15712_DALLE3.jpg,0.44463024,10.026416,1,170.58913,124.89737,73.33229,4386.2295,3910.7402,2599.7144,-0.09097934
dalle3,E:\437 project\dataset\train\fake\fake_38134_DALLE3.jpg,0.48648477,15.699235,1,87.875854,94.53807,77.62761,5404.5986,2923.7607,3295.8813,0.12681389
dalle3,E:\437 project\dataset\train\fake\fake_15742_DALLE3.jpg,0.63892907,12.843957,1,133.08318,102.9191,70.210236,5052.6934,3202.9695,2197.2085,-0.12602472
dalle3,E:\437 project\dataset\train\fake\fake_02812_DALLE3.jpg,0.5375354,15.501433,1,140.33855,115.75281,97.20137,4195.678,4340.5215,4566.422,-0.8799281
dalle3,E:\437 project\dataset\train\fake\fake_00478_DALLE3.jpg,0.55682594,16.370893,1,130.85147,131.32285,97.67595,5386.7817,4553.203,4737.5967,0.08801985
dalle3,E:\437 project\dataset\train\fake\fake_38158_DALLE3.jpg,0.56765413,14.809286,1,154.29378,160.69717,160.71936,3006.0208,2888.7747,2992.484,-0.25608158
dalle3,E:\437 project\dataset\train\fake\fake_29722_DALLE3.jpg,0.5717544,17.997099,1,87.89235,79.07907,66.92105,4169.0835,3551.4194,2594.515,0.22889757
dalle3,E:\437 project\dataset\train\fake\fake_20782_DALLE3.jpg,0.43542016,16.11251,1,142.54977,109.743195,66.364746,5685.665,4411.955,2952.529,0.6232233
dalle3,E:\437 project\dataset\train\fake\fake_12382_DALLE3.jpg,0.5831337,17.666897,1,122.13753,105.00871,86.488846,5429.2407,3981.2842,2880.8472,-0.5362997
dalle3,E:\437 project\dataset\train\fake\fake_29266_DALLE3.jpg,0.70893645,15.510099,1,61.939636,63.892624,61.143463,3335.9785,2287.8647,1962.196,-0.25497675
dalle3,E:\437 project\dataset\train\fake\fake_38218_DALLE3.jpg,0.51422495,11.18936,1,149.30309,134.11516,124.499695,2814.0815,3755.7485,4223.367,0.5942154
dalle3,E:\437 project\dataset\train\fake\fake_23602_DALLE3.jpg,0.5823105,16.060936,1,140.66042,137.39537,132.85246,3353.9219,3535.0247,3773.0442,-0.13257074
dalle3,E:\437 project\dataset\train\fake\fake_33046_DALLE3.jpg,0.37475586,12.642557,1,89.64517,89.99234,82.6927,4377.1963,3676.7844,2868.552,-0.077075005
dalle3,E:\437 project\dataset\train\fake\fake_38782_DALLE3.jpg,0.5188594,15.190284,1,127.95787,118.362045,106.81787,3721.626,3723.4143,3699.6978,-0.5485196
dalle3,E:\437 project\dataset\train\fake\fake_19036_DALLE3.jpg,0.46291867,14.501364,1,147.70839,128.70972,105.034225,4724.13,3882.5173,4441.308,-0.046214104
dalle3,E:\437 project\dataset\train\fake\fake_11368_DALLE3.jpg,0.6420577,20.034714,1,99.581635,85.25194,71.21997,5888.09,4294.6074,3955.9185,-0.74458694
dalle3,E:\437 project\dataset\train\fake\fake_13240_DALLE3.jpg,0.4740328,20.810854,1,233.12128,172.54396,148.86533,2186.5254,5054.2544,2868.7883,0.21019268
dalle3,E:\437 project\dataset\train\fake\fake_05968_DALLE3.jpg,0.6543819,23.850662,1,124.32419,147.22438,146.56488,5369.977,4511.609,2570.6711,-0.70457983
dalle3,E:\437 project\dataset\train\fake\fake_10810_DALLE3.jpg,0.71073955,14.6024475,1,143.9303,129.4597,115.00087,2596.6628,2862.0242,2909.0967,-0.6683035
