file,orig_split,group,label
E:\437 project\dataset\train\fake\fake_00111_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00112_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00113_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00115_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00116_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00117_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00118_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00119_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00121_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00122_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00123_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00124_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00125_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00127_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00128_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00129_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00130_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00131_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00133_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00134_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00135_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00136_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00137_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00139_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00140_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00141_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00142_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00143_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00145_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00146_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00147_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00148_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00149_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00151_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00152_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00153_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00154_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00155_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00157_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00158_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00159_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00160_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00161_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00163_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00164_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00165_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00166_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00167_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00169_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00170_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00171_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00172_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00173_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00175_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00176_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00177_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00178_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00179_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00181_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00182_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00183_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00184_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00185_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00187_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00188_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00189_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00190_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00191_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00193_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00194_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00195_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00196_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00197_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00199_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00200_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00201_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00202_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00203_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00205_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00206_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00207_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00208_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00209_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00211_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00212_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00213_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00214_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00215_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00217_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00218_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00219_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00220_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00221_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00223_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00224_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00225_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00226_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00227_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00229_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00230_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00231_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00232_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00233_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00235_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00236_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00237_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00238_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00239_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00241_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00242_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00243_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00244_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00245_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00247_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00248_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00249_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00250_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00251_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00253_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00254_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00255_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00256_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00257_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00259_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00260_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00261_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00262_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00263_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00265_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00266_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00267_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00268_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00269_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00271_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00272_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00273_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00274_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00275_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00277_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00278_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00279_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00280_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00281_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00283_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00284_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00285_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00286_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00287_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00289_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00290_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00291_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00292_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00293_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00295_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00296_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00297_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00298_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00299_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00301_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00302_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00303_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00304_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00305_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00307_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00308_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00309_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00310_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00311_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00313_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00314_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00315_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00316_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00317_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00319_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00320_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00321_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00322_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00323_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00325_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00326_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00327_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00328_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00329_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00331_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00332_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00333_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00334_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00335_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00337_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00338_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00339_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00340_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00341_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00343_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00344_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00345_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00346_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00347_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00349_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00350_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00351_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00352_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00353_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00355_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00356_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00357_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00358_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00359_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00361_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00362_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00363_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00364_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00365_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00367_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00368_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00369_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00370_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00371_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00373_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00374_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00375_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00376_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00377_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00379_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00380_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00381_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00382_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00383_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00385_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00386_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00387_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00388_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00389_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00391_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00392_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00393_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00394_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00395_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00397_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00398_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00399_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00400_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00401_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00403_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00404_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00405_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00406_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_00407_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_00409_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_00410_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_00411_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_00412_DALLE3.jpg,train,fake,dalle3
